feature,label,filename
"[-2.7907202e+02  4.3411850e+01  6.4112282e-01  1.7329054e+01
 -1.2579359e+01 -8.1104898e+00 -2.5665085e+01 -1.0317677e+01
 -1.6076416e+01  1.0485892e+01 -1.0185517e+01  9.5054513e-01
  2.6347578e+00  5.7722449e+00  5.1348913e-01  7.8385754e+00
 -1.0399209e+01  6.5954766e+00 -5.4323797e+00  1.5112596e+00
 -4.5869427e+00 -5.8899999e+00  9.6019449e+00 -1.9859734e+00
 -1.8166420e+00  2.7607410e+00 -2.3600402e+00 -8.3850050e-01
 -3.1579275e+00 -9.1800548e-02 -2.7958312e+00 -1.4101523e-02
 -1.4987477e+00  1.8484559e+00  1.1497056e-02 -2.1246221e+00
  1.0941995e+00 -3.2510361e-01  2.6146153e-01  2.7830356e-01]",cough,5-207681-A-24.wav
"[-2.95845154e+02  7.19582672e+01 -1.84811459e+01  3.55161285e+01
  1.82488308e+01  5.50852442e+00  7.77684271e-01  1.12298155e+01
 -2.23088455e+01  1.10909157e+01 -5.30640268e+00 -2.41061521e+00
 -1.01793182e+00  7.81424952e+00 -5.26078081e+00  3.64626002e+00
 -5.01436234e+00  3.31048131e+00 -6.92122269e+00  8.14926815e+00
 -5.14450932e+00  1.00061750e+00 -2.92841148e+00  2.83671427e+00
  2.17849836e-01  2.62261081e+00 -1.72009721e-01  5.08884954e+00
  2.26421952e+00 -3.09851110e-01  2.87476987e-01  5.64500380e+00
 -3.43352437e-01  1.00688688e-01  2.61669934e-01  1.48544598e+00
  1.30230331e+00  2.86941957e+00  1.44975030e+00  2.93262959e+00]",cough,4-157296-A-24.wav
"[-4.40492188e+02  6.41383820e+01 -1.58387012e+01  1.00819321e+01
 -9.35938835e+00 -1.24491644e+00 -6.95313072e+00 -2.19664192e+00
 -8.27877998e+00  4.49216413e+00 -5.38126040e+00 -1.23844214e-01
 -3.48542142e+00  4.55149412e+00 -1.77314150e+00  2.16082430e+00
 -3.77114654e+00  2.96080804e+00  1.15371275e+00 -2.62576890e+00
 -1.06756485e+00  1.73012421e-01  9.34314430e-01 -2.31742010e-01
  7.15408623e-01  2.69323897e+00 -3.31537187e-01  1.27728295e+00
  4.25665438e-01 -6.46506399e-02 -5.45213819e-01  6.61605597e-01
  8.99971485e-01 -2.54789233e-01 -5.85837543e-01 -1.35448551e+00
  2.50250459e-01 -4.88154292e-01  9.61574197e-01  1.66793078e-01]",cough,4-171396-A-24.wav
"[-3.07884552e+02  4.12057076e+01 -2.63401151e+00  2.98579006e+01
 -7.20557809e-01  2.77083874e+01 -6.86237240e+00  1.28761110e+01
 -3.18749046e+00  5.47928286e+00 -8.89626026e+00  8.03293991e+00
 -6.76121902e+00  1.15703745e+01 -9.02366734e+00  3.75602275e-01
 -2.91213346e+00  4.03542233e+00 -2.24163222e+00  4.06252050e+00
 -1.59182727e+00  1.06929946e+00  1.44181967e+00  5.47052771e-02
  3.31785798e+00 -2.26055741e+00  1.05992687e+00 -6.44182274e-03
  1.00522137e+00  2.12020254e+00 -1.00461113e+00  1.28340447e+00
 -1.55640498e-01  1.84772515e+00  4.73878741e-01  3.68008882e-01
  1.13476956e+00  6.50279447e-02  2.52500176e-01  8.59299481e-01]",cough,5-178997-A-24.wav
"[-4.8297516e+02  8.9905258e+01  4.3554235e+00  6.0640359e+00
 -3.4731064e+00 -1.7370386e+00 -2.1659484e+00  1.2344270e+01
 -3.8998578e+00  4.6736321e+00 -8.2883768e+00  4.3966808e+00
  3.9055252e-01  6.8299642e+00 -2.0997143e+00  2.6538861e+00
 -2.6678143e+00 -2.3335142e-01  5.2743702e+00 -1.8836386e+00
  2.0925627e+00  4.9534324e-01  2.7084486e+00  1.6564364e+00
 -2.3981676e+00 -5.6958108e+00 -3.7344414e-01  5.9533454e-02
  6.1557883e-01 -5.4873377e-01 -1.0779263e+00  2.0480349e+00
  2.3982499e+00  1.3370636e+00  1.8210115e+00  2.5481100e+00
  1.5047799e+00  2.0058668e+00  3.3493986e+00  1.2219129e+00]",cough,3-125418-A-24.wav
"[-4.0609641e+02  8.7925339e+01  1.0405756e+01  1.4136499e+01
 -2.4250672e+00  1.6707254e+01 -1.1975942e+01  1.9551942e-01
 -2.5693153e+01  9.5777102e+00 -5.1108284e+00 -8.1146154e+00
 -1.2643666e+01  8.1278362e+00 -3.0417402e+00 -6.5145212e-01
 -4.7951875e+00  7.1196830e-01 -5.5444665e+00 -7.4396777e-01
 -5.5712180e+00  1.4562464e+00 -3.0191801e+00  4.3865852e+00
  1.7272235e+00 -1.5352325e+00 -1.5970935e+00  6.6865754e-01
 -1.6273102e+00  9.7845221e-01  4.5680135e-02  5.7133448e-01
 -2.2437869e-01  1.2994851e+00 -3.5562292e-01 -7.0478988e-01
  1.0118678e+00 -2.6032156e-01  5.1101472e-02  2.4578815e+00]",cough,5-208761-A-24.wav
"[-322.08206      71.9594      -44.187885     -4.994823      2.3152378
  -24.246386    -10.643568      4.2931733   -12.220579     -9.270734
   -4.1447806   -10.478086     -8.036457      1.6526161    -2.8872998
   -1.2945329     0.4812036    -4.610791     -0.9519201     3.2333887
    0.39210165    3.3371687     2.2516427     0.6985496     4.622901
    1.22918       0.3956365     4.685965      1.64916      -0.44793802
    2.2348073     2.4505415     1.594531      1.4208016     1.6687694
    1.7823873     1.5700722     1.6201445     1.2192513     2.1237905 ]",cough,2-87794-A-24.wav
"[-281.8674       81.831085    -56.848186     -5.8635435    -2.6199098
  -30.567554    -10.813616      9.362889    -13.163927     -6.939358
   -2.4283743   -10.113953     -7.028195      3.7601943    -4.5431204
   -0.87813425    2.922082     -2.474351     -0.5554051     4.5074177
    1.228081      4.0529838     3.100581      2.2224483     6.8619113
    3.3124783     1.2310609     5.1300616     2.8697765     0.43195617
    2.9696746     3.1286087     1.2231766     1.2261902     2.5555508
    2.287784      1.872354      1.8447632     0.7335506     1.097273  ]",cough,2-87795-A-24.wav
"[-4.34563080e+02  2.19599247e+01 -3.15299034e-02  2.34169245e+00
 -3.09356737e+00  5.72548771e+00  2.83567399e-01  1.42532575e+00
 -9.73805308e-01 -1.03628092e-01 -3.40059781e+00  2.29997706e+00
  7.95670986e-01  2.81532431e+00  3.70104581e-01  9.76829007e-02
 -2.09066582e+00  1.44817531e-01  3.16755861e-01 -1.53823423e+00
 -1.56318581e+00  1.44193947e+00 -1.78910577e+00  1.22822905e+00
 -9.72229481e-01 -2.79367119e-01  2.81315923e-01 -8.02474976e-01
  2.75152802e-01  1.18740284e+00  2.67680585e-01 -1.15593717e-01
  1.02933824e-01  6.41800046e-01  9.84833479e-01  1.91859949e+00
  7.75744677e-01  5.05826175e-01  4.28416848e-01 -1.42561167e-01]",cough,4-169726-A-24.wav
"[-2.1888301e+02  5.2987930e+01 -1.6699333e+01  1.6800609e+00
 -9.1200066e+00  4.5733519e+00 -1.6868837e+01  5.0592065e+00
 -1.3673700e+00  8.7290335e+00  8.7711817e-01  8.9042006e+00
 -2.4532318e-01  6.2317133e+00 -2.7924733e+00  5.3350101e+00
  1.1949587e+00  3.6326864e+00  4.4298880e-02  4.1268215e+00
 -3.9981771e-01  2.0603585e+00 -4.3920690e-01  3.1988418e+00
 -1.9217974e+00 -2.4146417e-01 -3.1902841e-01  2.0458450e+00
 -1.0996386e+00  4.2176691e-01  1.2093828e+00  2.8066733e+00
  1.2604104e+00  1.2144464e+00  1.5782067e+00  9.2961317e-01
  3.0533366e-02  1.0609971e+00 -1.1142706e-01  6.7629777e-02]",cough,1-58792-A-24.wav
"[-4.4121750e+02  6.5534950e+01 -6.0073128e+00 -6.9561496e+00
  3.4199712e+00  6.8424840e+00 -5.6833186e+00 -2.2997434e+00
 -1.1081792e+01  4.6083579e+00  1.5735850e+00  7.5100142e-01
 -4.1601658e+00  2.8308697e+00 -9.6902323e+00 -2.2237659e+00
  2.0395800e-02  1.5853529e+00 -1.2870985e+00  1.0386733e+00
  1.4121840e+00  3.2521503e+00 -5.2518058e+00  1.9111311e+00
 -1.5135394e+00  8.9044034e-01  2.6339364e-01  1.6982871e+00
 -2.4456906e+00  4.0939279e+00  1.6518725e+00  2.0524876e+00
 -1.1960175e+00 -4.6160981e-01 -4.6983007e-01  1.6144898e+00
  6.0767514e-01  2.3704939e-01  9.0480047e-01  1.1318251e+00]",cough,5-211197-A-24.wav
"[-4.50545837e+02  8.78490753e+01  3.98629808e+00  3.74521494e+00
 -1.26287298e+01 -6.20249100e-02 -9.54656982e+00  1.54978857e+01
 -1.53966312e+01  7.76307631e+00 -5.48590183e-01 -5.04667425e+00
 -5.49587679e+00 -1.22988455e-01 -2.75591898e+00  3.69417429e+00
 -5.95966578e+00 -2.58078861e+00  1.36130607e+00 -3.55831909e+00
 -5.12028122e+00 -2.17933321e+00 -4.03115416e+00 -4.36476421e+00
 -4.54180145e+00 -5.24550581e+00 -3.33598495e+00 -1.93515396e+00
 -3.63025117e+00 -1.94320571e+00 -4.95169735e+00 -1.81001174e+00
 -5.60741186e+00 -1.57059991e+00 -3.88338423e+00 -2.55791616e+00
 -3.09926915e+00 -1.40149474e+00 -2.07034039e+00 -2.39356995e+00]",cough,1-52266-A-24.wav
"[-4.7563715e+02  4.2186386e+01  7.3852992e-01  8.7000885e+00
  8.2255135e+00  5.7397633e+00 -6.2205086e+00  3.5185411e+00
 -2.6258433e+00  5.1543059e+00  4.1983822e-01  2.4717600e+00
 -1.3267412e+00  2.2411137e+00 -4.7066517e+00  5.1034439e-01
 -6.7530555e-01 -1.5508965e+00 -5.9363693e-01 -8.7808722e-01
 -2.3963528e+00 -1.5119876e+00 -9.4005257e-01 -4.2546692e-01
 -1.3628703e+00  6.9018312e-02  9.8041236e-01  6.0082370e-01
 -7.1818686e-01 -4.9563682e-01 -1.1021934e-01 -2.0427799e-01
  1.5760652e+00  1.8677169e-01  3.1796989e-01  5.1870829e-01
  3.1573051e-01  1.8132661e-01 -2.1752870e-02 -5.7395822e-01]",cough,1-30830-A-24.wav
"[-5.3941785e+02  1.0603877e+01 -5.7209377e+00 -2.6727502e+00
 -3.9034226e+00 -6.4955038e-01 -1.5318193e+00 -2.8011305e+00
 -8.1647193e-01  4.5922146e+00 -1.3496964e+00  4.2753081e+00
 -5.9319711e-01  1.1905683e+00 -1.3877624e+00 -3.3757946e-01
 -3.9994121e-01  1.2861322e+00  3.2959461e-02  1.0497595e+00
 -8.0885321e-01  3.7609050e-01 -4.5540336e-01  4.1596624e-01
  1.9849841e-01  1.3295107e+00  1.0372326e-01  1.2756556e-01
  2.6465252e-01 -4.1746683e-02 -2.8594019e-02  2.6398712e-01
 -2.4996683e-01  1.0587697e+00 -8.7430142e-02  3.2040906e-01
 -3.2483298e-01  7.6236618e-01 -9.9323288e-02  3.7065461e-02]",cough,5-251489-A-24.wav
"[-5.3359760e+02  2.0499989e+01 -4.6901245e+00  1.7820621e+00
 -4.0383983e+00 -1.3014947e-01 -2.5500698e+00 -9.4136965e-01
 -4.7750311e+00  7.9800135e-01 -8.8118464e-01  6.6120255e-01
 -3.6106791e+00  9.9368882e-01 -1.9042291e-01  2.6378095e-01
 -2.2535262e+00 -6.2168276e-01 -5.1206672e-01 -5.7405853e-01
 -1.3271230e+00  1.1361239e+00 -8.8629097e-01  4.6835923e-01
  1.3393472e+00  1.6171278e-02  1.8510465e-01  1.0025347e+00
  4.1678849e-01  1.9594440e-01  5.0923771e-01 -1.2197129e-01
 -1.7111231e-01  2.3251721e-01  3.0532990e-02  1.4056233e-01
  2.7503639e-01 -3.1248793e-01  8.2951486e-02 -4.5700964e-02]",cough,4-177835-A-24.wav
"[-5.0041833e+02  2.2599253e+01 -1.8932311e-01  2.4557676e+00
  1.4292221e+00  7.9964882e-01  8.5332495e-01  4.9440651e+00
 -4.7552190e+00  2.0965382e-01 -2.1128766e-01  2.1750467e+00
 -1.3845803e-01 -4.1448650e-01 -1.7383108e+00  1.6209695e+00
 -9.9029350e-01  1.0399494e+00  8.6667168e-01  3.4887406e-01
 -1.0076904e+00  4.4274983e-01  4.0839079e-01  4.0231514e-01
 -6.8901992e-01  1.0067399e+00  5.0539758e-02  9.0221560e-01
  6.1660391e-01  2.1214399e+00  2.5428322e-01  6.3461119e-01
  5.6561595e-01  5.3415245e-01  4.7323093e-01  8.2535625e-01
 -2.5073209e-01  2.9905623e-01  4.6160221e-01  4.4878191e-01]",cough,3-145487-A-24.wav
"[-5.4297687e+02  4.6384312e+01 -2.8295002e+00  1.5471043e+01
  7.6252999e+00  1.7887148e+01  3.3788180e+00  1.4512358e+00
 -2.2582183e+00  6.0613990e+00  3.5369844e+00 -1.3660249e+00
  3.4552703e+00  2.6359708e+00  2.3878849e+00  3.1356721e+00
  1.3506060e+00  8.3999896e-01  3.2604489e+00  1.9071505e+00
  1.7789625e+00  8.7130648e-01  8.0837214e-01  1.1781058e+00
  1.3534409e+00  1.4520347e+00  3.5181692e+00  2.2383001e+00
  5.6349188e-01  7.8527206e-01  4.7876230e-01  4.8311508e-01
  3.9132258e-01  3.3522478e-01  1.6714197e+00  1.4459769e+00
  4.4026828e-01  1.4218663e+00  9.2283750e-01  1.9301524e+00]",cough,4-152995-A-24.wav
"[-6.0873785e+02  1.5734289e+01  1.4911603e+00  3.7019937e+00
  2.1998572e+00  3.5953476e+00 -1.1549510e+00  8.7662399e-01
 -1.7650126e+00  1.8940072e+00  4.5929202e-01  1.9075150e+00
  7.0311630e-01 -6.0990930e-01  2.7642477e-01  2.3094938e+00
 -1.1805019e-01 -8.5343316e-02 -5.8556104e-01 -6.2875444e-01
 -1.0185114e-01 -2.5038758e-02 -2.6874405e-01  5.7199240e-01
 -8.7090755e-01  7.5621313e-01  2.9752669e-01 -9.3121827e-01
  3.6535650e-01  3.6879221e-01  5.5490083e-01  6.4274418e-01
 -6.5079689e-01  3.6178160e-02  5.5374075e-02  2.7803326e-01
  2.6166818e-01  1.0528138e+00  2.6456472e-01  6.3885003e-02]",cough,5-209719-A-24.wav
"[-3.1567078e+02  6.9253548e+01 -3.7768173e+01  3.7192168e+00
 -1.3840542e+01 -2.0646679e+01 -9.3878126e+00 -6.8321614e+00
 -1.0075269e+01  4.9633403e+00 -1.5266836e+00 -3.6540647e+00
 -3.8704746e+00 -1.9512361e-01 -4.8850169e+00 -1.0868503e+00
  1.0214986e+00 -1.4568769e+00 -3.3146122e-01  2.8339520e+00
 -6.4941901e-01  4.5243001e+00  1.8795199e+00 -7.0362967e-01
  4.5130634e+00  2.5397899e+00  5.7563263e-01  3.9571717e+00
  4.5764428e-02  7.1020079e-01  2.9409583e+00  1.8154268e+00
  2.5435605e+00  1.6392412e+00  4.9695906e-01  1.0686466e+00
  4.7025052e-01  1.2733805e-01  1.2231437e+00  8.0644733e-01]",cough,2-87799-A-24.wav
"[-5.8177924e+02  2.0478466e+01 -8.0446672e+00 -3.7236136e-01
 -9.7296792e-01  5.3711205e+00 -4.3647895e+00 -4.9272480e+00
 -6.1057258e+00  2.5363963e+00 -2.0193665e+00  2.4947939e+00
  3.7609689e-02  4.0124454e+00 -1.5213988e+00  1.3158442e+00
  7.1039748e-01  3.1647742e+00 -3.4877074e-01  2.0761166e+00
  9.0960580e-01  1.8762251e+00  1.3961577e+00  8.2973897e-01
  7.0258003e-01  4.0580422e-01  3.7360650e-01  1.6029449e+00
  7.9853719e-01  2.4456957e-01  2.0314576e-01  2.6307312e-01
  5.9724575e-01  4.8085129e-01  1.3996448e-01  4.9851185e-01
  4.9445158e-01  6.4889133e-01  1.3529308e-01  1.3066189e-01]",cough,3-151212-A-24.wav
"[-5.4173877e+02  1.7429468e+01 -7.7005005e+00 -2.3728466e+00
 -7.4389119e+00  3.2488947e+00 -1.0475142e+00  1.1085640e+00
  2.8118575e+00  3.1467178e+00 -2.5117285e+00  2.8464181e+00
 -9.0005344e-01  1.2520529e+00 -2.3029201e+00  2.0159662e+00
  5.4915428e-01  2.1788406e+00 -1.2342908e+00  1.3975581e+00
  6.5633580e-02  1.4871346e+00  5.6069636e-01  1.8837146e-01
  4.6706054e-01  8.8451129e-01 -3.9052263e-01  8.8400167e-01
  6.6232711e-01  1.2881599e-01 -4.2124491e-02  5.1230878e-01
 -1.4922838e-01  6.3804346e-01  5.4793888e-01  2.1822746e-01
 -2.2074752e-02  2.1827507e-01 -3.4787214e-01 -7.7049488e-01]",cough,3-151213-A-24.wav
"[-4.0276575e+02  1.7319431e+01 -4.6455660e+00  6.7227497e+00
  1.6709403e+00  6.1989875e+00 -2.6044924e+00  3.4005604e+00
 -1.2920164e+00  6.5270178e-02 -4.0765343e+00 -1.2855459e+00
  3.1532791e-01 -6.4959496e-01  2.9255047e-01 -6.2644768e-01
 -9.7863895e-01 -1.2264041e+00  1.9016503e-01  1.2276125e+00
 -1.5636597e+00 -1.2989976e+00 -2.1036417e+00  1.0240861e+00
 -3.0861434e-01  1.5860367e+00  1.4632726e-01 -1.0497159e-01
  6.6141510e-01 -1.3833727e-01  8.8341957e-01 -2.4773696e-01
  5.2203453e-01 -1.0661043e+00 -7.0804340e-01 -1.9148685e-02
 -6.3758624e-01  2.9363658e-02 -7.3305905e-01  3.8283151e-01]",cough,5-204604-A-24.wav
"[-3.6364380e+02  3.8226662e+01 -1.2335074e+01  3.6121321e+00
  7.9258956e-02  2.7485368e+00 -7.8273711e+00 -4.3209310e+00
 -1.0226119e+01  7.9948893e+00 -7.7909474e+00  3.0951294e-01
 -8.8060081e-02  2.0611176e+00 -5.6543660e+00  1.8839849e+00
 -2.3058798e+00 -1.3894696e+00 -9.8935372e-01  2.0784392e+00
 -1.6510402e+00  2.1725619e+00 -2.8359432e+00 -1.3186343e+00
 -1.9905336e+00  1.1181443e+00  1.3681560e+00  5.3105991e-02
  1.0712532e-01 -1.6460752e-01  7.1362078e-01  4.8915613e-01
 -5.2780497e-01  3.9963037e-01 -5.1642978e-01  1.1154597e-01
  7.7388960e-01  1.5103986e+00  8.3611548e-02  6.7211024e-02]",cough,2-87412-A-24.wav
"[-3.4478415e+02  6.0787594e+01 -1.5995295e+01  1.3554341e+01
 -4.3471379e+00  6.2463512e+00 -8.1271839e+00 -1.4327478e+01
  2.3966725e-01  2.6287462e+01 -3.3018923e+00  1.9990624e+00
 -1.3141070e+01 -2.2970371e+00 -1.1064453e+01 -2.3805873e+00
 -1.1438186e+01  2.7749069e+00 -6.2130218e+00  4.3326726e+00
 -5.2802625e+00 -9.1972595e-01  3.1812525e+00 -5.8643093e+00
 -6.2728181e+00  1.7502177e-01 -2.1892376e+00 -7.0701146e+00
 -4.2103090e+00 -1.9123425e+00 -3.0321817e+00  2.0602751e+00
 -3.5159105e-01 -4.5864177e-01 -1.2779535e+00  7.3858792e-01
 -4.1337047e-02 -1.6944883e+00 -3.7777987e+00 -1.6461157e+00]",cough,1-63679-A-24.wav
"[-3.06412292e+02  8.51316605e+01  2.16970081e+01  1.23514748e+01
  1.17986841e+01  1.31468458e+01  2.75762439e+00  3.79640532e+00
 -2.56982204e-02  1.71757774e+01  9.43400288e+00  1.01177435e+01
  5.89655113e+00  7.95040512e+00  6.47092199e+00  5.10290194e+00
  3.21411705e+00  1.82457948e+00  1.26747715e+00  2.39928389e+00
  9.15138781e-01  4.88867092e+00  1.98316443e+00  5.74422312e+00
  3.81349754e+00  3.39909244e+00  7.19998741e+00  2.18317509e+00
  1.33004510e+00  2.60303092e+00  3.21692884e-01 -1.09611087e-01
  7.89321363e-01 -1.83849692e-01  6.64046824e-01  2.25925639e-01
  6.48509920e-01  9.79637563e-01  4.30221200e-01 -1.81363568e-01]",cough,2-108017-A-24.wav
